repetition,benchmark,machine,test,result
2,stressng-cpu,issdm-6,"matrix",1864.172391
2,stressng-cpu,issdm-6,"opcode",1208.464005
2,stressng-cpu,issdm-6,"qsort",3.800512
2,stressng-cpu,issdm-6,"tsearch",6.972835
2,stressng-cpu,issdm-6,"vecmath",763.571989














2,stressng-cpu,ms1103.utah.cloudlab.us,"af-alg",7449.223435
2,stressng-cpu,ms1103.utah.cloudlab.us,"atomic",553026.755161
2,stressng-cpu,ms1103.utah.cloudlab.us,"bsearch",316.341771
2,stressng-cpu,ms1103.utah.cloudlab.us,"cpu",226.70554
2,stressng-cpu,ms1103.utah.cloudlab.us,"crypt",134.302005
2,stressng-cpu,ms1103.utah.cloudlab.us,"fp-error",633873.609005
2,stressng-cpu,ms1103.utah.cloudlab.us,"hsearch",3533.458634
2,stressng-cpu,ms1103.utah.cloudlab.us,"longjmp",107340.242025
2,stressng-cpu,ms1103.utah.cloudlab.us,"lsearch",7.66685
2,stressng-cpu,ms1103.utah.cloudlab.us,"matrix",3814.629981
2,stressng-cpu,ms1103.utah.cloudlab.us,"opcode",1101.807776
2,stressng-cpu,ms1103.utah.cloudlab.us,"qsort",8.533644
2,stressng-cpu,ms1103.utah.cloudlab.us,"rdrand",321264.08445
2,stressng-cpu,ms1103.utah.cloudlab.us,"tsc",837438.85753
2,stressng-cpu,ms1103.utah.cloudlab.us,"tsearch",14.636684
2,stressng-cpu,ms1103.utah.cloudlab.us,"vecmath",2342.126602
















2,stressng-cpu,ms1119.utah.cloudlab.us,"af-alg",7499.712855
2,stressng-cpu,ms1119.utah.cloudlab.us,"atomic",552456.341437
2,stressng-cpu,ms1119.utah.cloudlab.us,"bsearch",316.593458
2,stressng-cpu,ms1119.utah.cloudlab.us,"cpu",226.591305
2,stressng-cpu,ms1119.utah.cloudlab.us,"crypt",133.809442
2,stressng-cpu,ms1119.utah.cloudlab.us,"fp-error",630520.864266
2,stressng-cpu,ms1119.utah.cloudlab.us,"hsearch",3501.193382
2,stressng-cpu,ms1119.utah.cloudlab.us,"longjmp",106902.550983
2,stressng-cpu,ms1119.utah.cloudlab.us,"lsearch",7.667014
2,stressng-cpu,ms1119.utah.cloudlab.us,"matrix",3797.376425
2,stressng-cpu,ms1119.utah.cloudlab.us,"opcode",1087.436021
2,stressng-cpu,ms1119.utah.cloudlab.us,"qsort",8.20043
2,stressng-cpu,ms1119.utah.cloudlab.us,"rdrand",320902.313529
2,stressng-cpu,ms1119.utah.cloudlab.us,"tsc",840069.394039
2,stressng-cpu,ms1119.utah.cloudlab.us,"tsearch",14.638831
2,stressng-cpu,ms1119.utah.cloudlab.us,"vecmath",2339.24551
















2,stressng-cpu,ms1128.utah.cloudlab.us,"af-alg",7493.354851
2,stressng-cpu,ms1128.utah.cloudlab.us,"atomic",553790.359754
2,stressng-cpu,ms1128.utah.cloudlab.us,"bsearch",316.498205
2,stressng-cpu,ms1128.utah.cloudlab.us,"cpu",226.601585
2,stressng-cpu,ms1128.utah.cloudlab.us,"crypt",133.770286
2,stressng-cpu,ms1128.utah.cloudlab.us,"fp-error",633166.189043
2,stressng-cpu,ms1128.utah.cloudlab.us,"hsearch",3494.857541
2,stressng-cpu,ms1128.utah.cloudlab.us,"longjmp",104911.45409
2,stressng-cpu,ms1128.utah.cloudlab.us,"lsearch",7.667011
2,stressng-cpu,ms1128.utah.cloudlab.us,"matrix",3800.036632
2,stressng-cpu,ms1128.utah.cloudlab.us,"opcode",1065.815924
2,stressng-cpu,ms1128.utah.cloudlab.us,"qsort",8.400434
2,stressng-cpu,ms1128.utah.cloudlab.us,"rdrand",317162.041157
2,stressng-cpu,ms1128.utah.cloudlab.us,"tsc",840271.777526
2,stressng-cpu,ms1128.utah.cloudlab.us,"tsearch",14.645685
2,stressng-cpu,ms1128.utah.cloudlab.us,"vecmath",2343.298738
















2,stressng-cpu,ms1139.utah.cloudlab.us,"af-alg",7559.161574
2,stressng-cpu,ms1139.utah.cloudlab.us,"atomic",553175.601385
2,stressng-cpu,ms1139.utah.cloudlab.us,"bsearch",317.594452
2,stressng-cpu,ms1139.utah.cloudlab.us,"cpu",226.648779
2,stressng-cpu,ms1139.utah.cloudlab.us,"crypt",133.811857
2,stressng-cpu,ms1139.utah.cloudlab.us,"fp-error",630680.262844
2,stressng-cpu,ms1139.utah.cloudlab.us,"hsearch",3533.067323
2,stressng-cpu,ms1139.utah.cloudlab.us,"longjmp",107346.491903
2,stressng-cpu,ms1139.utah.cloudlab.us,"lsearch",7.666868
2,stressng-cpu,ms1139.utah.cloudlab.us,"matrix",3811.976455
2,stressng-cpu,ms1139.utah.cloudlab.us,"opcode",1098.281749
2,stressng-cpu,ms1139.utah.cloudlab.us,"qsort",8.400354
2,stressng-cpu,ms1139.utah.cloudlab.us,"rdrand",316656.708635
2,stressng-cpu,ms1139.utah.cloudlab.us,"tsc",840613.982656
2,stressng-cpu,ms1139.utah.cloudlab.us,"tsearch",14.516092
2,stressng-cpu,ms1139.utah.cloudlab.us,"vecmath",2299.014383
















2,stressng-cpu,pc19.utahddc.geniracks.net,"af-alg",6900.004522
2,stressng-cpu,pc19.utahddc.geniracks.net,"atomic",563646.117397
2,stressng-cpu,pc19.utahddc.geniracks.net,"bsearch",342.654859
2,stressng-cpu,pc19.utahddc.geniracks.net,"cpu",206.781958
2,stressng-cpu,pc19.utahddc.geniracks.net,"crypt",107.399198
2,stressng-cpu,pc19.utahddc.geniracks.net,"fp-error",800649.242317
2,stressng-cpu,pc19.utahddc.geniracks.net,"hsearch",3353.679301
2,stressng-cpu,pc19.utahddc.geniracks.net,"longjmp",96124.71461
2,stressng-cpu,pc19.utahddc.geniracks.net,"lsearch",7.067094
2,stressng-cpu,pc19.utahddc.geniracks.net,"matrix",3720.73151
2,stressng-cpu,pc19.utahddc.geniracks.net,"opcode",869.754098
2,stressng-cpu,pc19.utahddc.geniracks.net,"qsort",7.067109
2,stressng-cpu,pc19.utahddc.geniracks.net,"tsc",803132.777628
2,stressng-cpu,pc19.utahddc.geniracks.net,"tsearch",14.065868
2,stressng-cpu,pc19.utahddc.geniracks.net,"vecmath",2423.293866















2,stressng-cpu,pc22.utahddc.geniracks.net,"af-alg",6827.194022
2,stressng-cpu,pc22.utahddc.geniracks.net,"atomic",563201.181418
2,stressng-cpu,pc22.utahddc.geniracks.net,"bsearch",347.99984
2,stressng-cpu,pc22.utahddc.geniracks.net,"cpu",207.321281
2,stressng-cpu,pc22.utahddc.geniracks.net,"crypt",107.6246
2,stressng-cpu,pc22.utahddc.geniracks.net,"fp-error",770326.029555
2,stressng-cpu,pc22.utahddc.geniracks.net,"hsearch",3391.267605
2,stressng-cpu,pc22.utahddc.geniracks.net,"longjmp",95825.511646
2,stressng-cpu,pc22.utahddc.geniracks.net,"lsearch",7.133871
2,stressng-cpu,pc22.utahddc.geniracks.net,"matrix",3921.397645
2,stressng-cpu,pc22.utahddc.geniracks.net,"opcode",870.041874
2,stressng-cpu,pc22.utahddc.geniracks.net,"qsort",6.66704
2,stressng-cpu,pc22.utahddc.geniracks.net,"tsc",802350.034364
2,stressng-cpu,pc22.utahddc.geniracks.net,"tsearch",15.113212
2,stressng-cpu,pc22.utahddc.geniracks.net,"vecmath",2366.379956















2,stressng-cpu,pc25.utahddc.geniracks.net,"af-alg",6823.567176
2,stressng-cpu,pc25.utahddc.geniracks.net,"atomic",563313.114911
2,stressng-cpu,pc25.utahddc.geniracks.net,"bsearch",349.711466
2,stressng-cpu,pc25.utahddc.geniracks.net,"cpu",207.932596
2,stressng-cpu,pc25.utahddc.geniracks.net,"crypt",102.185334
2,stressng-cpu,pc25.utahddc.geniracks.net,"fp-error",799344.995846
2,stressng-cpu,pc25.utahddc.geniracks.net,"hsearch",3289.169021
2,stressng-cpu,pc25.utahddc.geniracks.net,"longjmp",96174.273333
2,stressng-cpu,pc25.utahddc.geniracks.net,"lsearch",7.133917
2,stressng-cpu,pc25.utahddc.geniracks.net,"matrix",3918.736076
2,stressng-cpu,pc25.utahddc.geniracks.net,"opcode",877.137254
2,stressng-cpu,pc25.utahddc.geniracks.net,"qsort",6.867342
2,stressng-cpu,pc25.utahddc.geniracks.net,"tsc",803517.504311
2,stressng-cpu,pc25.utahddc.geniracks.net,"tsearch",15.04374
2,stressng-cpu,pc25.utahddc.geniracks.net,"vecmath",2427.413624















2,stressng-cpu,pc31.utahddc.geniracks.net,"af-alg",6831.709254
2,stressng-cpu,pc31.utahddc.geniracks.net,"atomic",561854.710565
2,stressng-cpu,pc31.utahddc.geniracks.net,"bsearch",348.40474
2,stressng-cpu,pc31.utahddc.geniracks.net,"cpu",207.170131
2,stressng-cpu,pc31.utahddc.geniracks.net,"crypt",107.404232
2,stressng-cpu,pc31.utahddc.geniracks.net,"fp-error",825732.868531
2,stressng-cpu,pc31.utahddc.geniracks.net,"hsearch",3366.921188
2,stressng-cpu,pc31.utahddc.geniracks.net,"longjmp",88020.363942
2,stressng-cpu,pc31.utahddc.geniracks.net,"lsearch",7.133769
2,stressng-cpu,pc31.utahddc.geniracks.net,"matrix",3905.417697
2,stressng-cpu,pc31.utahddc.geniracks.net,"opcode",849.12979
2,stressng-cpu,pc31.utahddc.geniracks.net,"qsort",7.133976
2,stressng-cpu,pc31.utahddc.geniracks.net,"tsc",805932.791057
2,stressng-cpu,pc31.utahddc.geniracks.net,"tsearch",14.987455
2,stressng-cpu,pc31.utahddc.geniracks.net,"vecmath",2415.789571















2,stressng-cpu,pc765.emulab.net,"af-alg",7460.345386
2,stressng-cpu,pc765.emulab.net,"atomic",720115.346232
2,stressng-cpu,pc765.emulab.net,"bsearch",390.40497
2,stressng-cpu,pc765.emulab.net,"cpu",272.320448
2,stressng-cpu,pc765.emulab.net,"crypt",163.5246
2,stressng-cpu,pc765.emulab.net,"fp-error",785055.11922
2,stressng-cpu,pc765.emulab.net,"hsearch",4004.626051
2,stressng-cpu,pc765.emulab.net,"longjmp",130241.356695
2,stressng-cpu,pc765.emulab.net,"lsearch",9.333703
2,stressng-cpu,pc765.emulab.net,"matrix",4524.021411
2,stressng-cpu,pc765.emulab.net,"opcode",949.964362
2,stressng-cpu,pc765.emulab.net,"qsort",9.867122
2,stressng-cpu,pc765.emulab.net,"rdrand",344922.157931
2,stressng-cpu,pc765.emulab.net,"tsc",1020182.972384
2,stressng-cpu,pc765.emulab.net,"tsearch",16.519897
2,stressng-cpu,pc765.emulab.net,"vecmath",2761.170506
















2,stressng-cpu,pc767.emulab.net,"af-alg",7421.489408
2,stressng-cpu,pc767.emulab.net,"atomic",722493.774762
2,stressng-cpu,pc767.emulab.net,"bsearch",391.262444
2,stressng-cpu,pc767.emulab.net,"cpu",270.455497
2,stressng-cpu,pc767.emulab.net,"crypt",145.109681
2,stressng-cpu,pc767.emulab.net,"fp-error",783085.237932
2,stressng-cpu,pc767.emulab.net,"hsearch",4061.062431
2,stressng-cpu,pc767.emulab.net,"longjmp",129168.187534
2,stressng-cpu,pc767.emulab.net,"lsearch",9.067077
2,stressng-cpu,pc767.emulab.net,"matrix",4525.397949
2,stressng-cpu,pc767.emulab.net,"opcode",1004.257153
2,stressng-cpu,pc767.emulab.net,"qsort",9.933949
2,stressng-cpu,pc767.emulab.net,"rdrand",342591.07216
2,stressng-cpu,pc767.emulab.net,"tsc",1017605.039365
2,stressng-cpu,pc767.emulab.net,"tsearch",16.454239
2,stressng-cpu,pc767.emulab.net,"vecmath",2850.274887
















2,stressng-cpu,pc769.emulab.net,"af-alg",7560.220339
2,stressng-cpu,pc769.emulab.net,"atomic",721470.770143
2,stressng-cpu,pc769.emulab.net,"bsearch",390.835531
2,stressng-cpu,pc769.emulab.net,"cpu",266.926964
2,stressng-cpu,pc769.emulab.net,"crypt",159.459418
2,stressng-cpu,pc769.emulab.net,"fp-error",788092.269949
2,stressng-cpu,pc769.emulab.net,"hsearch",3968.902385
2,stressng-cpu,pc769.emulab.net,"longjmp",127662.818742
2,stressng-cpu,pc769.emulab.net,"lsearch",9.133647
2,stressng-cpu,pc769.emulab.net,"matrix",4436.062401
2,stressng-cpu,pc769.emulab.net,"opcode",972.036354
2,stressng-cpu,pc769.emulab.net,"qsort",10.333914
2,stressng-cpu,pc769.emulab.net,"rdrand",338149.854766
2,stressng-cpu,pc769.emulab.net,"tsc",999977.198159
2,stressng-cpu,pc769.emulab.net,"tsearch",16.180115
2,stressng-cpu,pc769.emulab.net,"vecmath",2799.546718
















2,stressng-cpu,pc773.emulab.net,"af-alg",7322.264669
2,stressng-cpu,pc773.emulab.net,"atomic",719810.743715
2,stressng-cpu,pc773.emulab.net,"bsearch",391.911674
2,stressng-cpu,pc773.emulab.net,"cpu",272.220016
2,stressng-cpu,pc773.emulab.net,"crypt",162.938777
2,stressng-cpu,pc773.emulab.net,"fp-error",766222.460655
2,stressng-cpu,pc773.emulab.net,"hsearch",4084.301337
2,stressng-cpu,pc773.emulab.net,"longjmp",130035.832896
2,stressng-cpu,pc773.emulab.net,"lsearch",9.333654
2,stressng-cpu,pc773.emulab.net,"matrix",4524.026517
2,stressng-cpu,pc773.emulab.net,"opcode",974.565878
2,stressng-cpu,pc773.emulab.net,"qsort",10.067307
2,stressng-cpu,pc773.emulab.net,"rdrand",346533.453019
2,stressng-cpu,pc773.emulab.net,"tsc",1015382.204889
2,stressng-cpu,pc773.emulab.net,"tsearch",16.492067
2,stressng-cpu,pc773.emulab.net,"vecmath",2796.673079
















2,stressng-cpu,pl2,"af-alg",9657.369197
2,stressng-cpu,pl2,"atomic",631956.627587
2,stressng-cpu,pl2,"bsearch",354.49077
2,stressng-cpu,pl2,"cpu",247.735948
2,stressng-cpu,pl2,"crypt",146.555554
2,stressng-cpu,pl2,"fp-error",897611.827373
2,stressng-cpu,pl2,"hsearch",3780.005359
2,stressng-cpu,pl2,"longjmp",102586.943385
2,stressng-cpu,pl2,"lsearch",7.667177
2,stressng-cpu,pl2,"matrix",4184.735272
2,stressng-cpu,pl2,"opcode",835.414699
2,stressng-cpu,pl2,"qsort",7.733811
2,stressng-cpu,pl2,"rdrand",363841.384293
2,stressng-cpu,pl2,"tsc",893034.902885
2,stressng-cpu,pl2,"tsearch",16.180104
2,stressng-cpu,pl2,"vecmath",2824.496928
















2,stressng-cpu,rackform2,"af-alg",9510.65367
2,stressng-cpu,rackform2,"atomic",381870.168439
2,stressng-cpu,rackform2,"bsearch",320.793305
2,stressng-cpu,rackform2,"cpu",157.798363
2,stressng-cpu,rackform2,"crypt",114.364264
2,stressng-cpu,rackform2,"fp-error",513406.541477
2,stressng-cpu,rackform2,"hsearch",2828.528773
2,stressng-cpu,rackform2,"longjmp",77638.280352
2,stressng-cpu,rackform2,"lsearch",5.533793
2,stressng-cpu,rackform2,"matrix",2357.265571
2,stressng-cpu,rackform2,"opcode",608.790711
2,stressng-cpu,rackform2,"qsort",6.267273
2,stressng-cpu,rackform2,"tsearch",14.112987
2,stressng-cpu,rackform2,"vecmath",2108.514811














2,stressng-cpu,scruffy.soe.ucsc.edu,"af-alg",7788.493805
2,stressng-cpu,scruffy.soe.ucsc.edu,"atomic",628213.261056
2,stressng-cpu,scruffy.soe.ucsc.edu,"bsearch",271.518651
2,stressng-cpu,scruffy.soe.ucsc.edu,"cpu",186.218772
2,stressng-cpu,scruffy.soe.ucsc.edu,"crypt",98.765767
2,stressng-cpu,scruffy.soe.ucsc.edu,"fp-error",739526.624198
2,stressng-cpu,scruffy.soe.ucsc.edu,"hsearch",2791.12119
2,stressng-cpu,scruffy.soe.ucsc.edu,"longjmp",72884.733687
2,stressng-cpu,scruffy.soe.ucsc.edu,"lsearch",6.133552
2,stressng-cpu,scruffy.soe.ucsc.edu,"matrix",2611.282346
2,stressng-cpu,scruffy.soe.ucsc.edu,"opcode",1653.446614
2,stressng-cpu,scruffy.soe.ucsc.edu,"qsort",6.000256
2,stressng-cpu,scruffy.soe.ucsc.edu,"tsc",855648.369685
2,stressng-cpu,scruffy.soe.ucsc.edu,"tsearch",12.505784
2,stressng-cpu,scruffy.soe.ucsc.edu,"vecmath",1968.730471















3,stressng-cpu,apt129.apt.emulab.net,"af-alg",11572.088571
3,stressng-cpu,apt129.apt.emulab.net,"atomic",572507.381368
3,stressng-cpu,apt129.apt.emulab.net,"bsearch",350.418332
3,stressng-cpu,apt129.apt.emulab.net,"cpu",208.050929
3,stressng-cpu,apt129.apt.emulab.net,"crypt",107.477188
3,stressng-cpu,apt129.apt.emulab.net,"fp-error",818419.502772
3,stressng-cpu,apt129.apt.emulab.net,"hsearch",3390.753652
3,stressng-cpu,apt129.apt.emulab.net,"longjmp",85394.695916
3,stressng-cpu,apt129.apt.emulab.net,"lsearch",7.200126
3,stressng-cpu,apt129.apt.emulab.net,"matrix",3934.598374
3,stressng-cpu,apt129.apt.emulab.net,"opcode",1094.211879
3,stressng-cpu,apt129.apt.emulab.net,"qsort",7.067047
3,stressng-cpu,apt129.apt.emulab.net,"tsc",806724.769071
3,stressng-cpu,apt129.apt.emulab.net,"tsearch",15.245871
3,stressng-cpu,apt129.apt.emulab.net,"vecmath",2428.057134















3,stressng-cpu,apt131.apt.emulab.net,"af-alg",11470.617728
3,stressng-cpu,apt131.apt.emulab.net,"atomic",572068.097521
3,stressng-cpu,apt131.apt.emulab.net,"bsearch",350.904442
3,stressng-cpu,apt131.apt.emulab.net,"cpu",208.399834
3,stressng-cpu,apt131.apt.emulab.net,"crypt",107.827318
3,stressng-cpu,apt131.apt.emulab.net,"fp-error",796366.543083
3,stressng-cpu,apt131.apt.emulab.net,"hsearch",3386.224866
3,stressng-cpu,apt131.apt.emulab.net,"longjmp",96316.044592
3,stressng-cpu,apt131.apt.emulab.net,"lsearch",7.200111
3,stressng-cpu,apt131.apt.emulab.net,"matrix",3948.5944
3,stressng-cpu,apt131.apt.emulab.net,"opcode",1082.482479
3,stressng-cpu,apt131.apt.emulab.net,"qsort",7.133728
3,stressng-cpu,apt131.apt.emulab.net,"tsc",808421.375995
3,stressng-cpu,apt131.apt.emulab.net,"tsearch",15.045851
3,stressng-cpu,apt131.apt.emulab.net,"vecmath",2431.399652















3,stressng-cpu,apt132.apt.emulab.net,"af-alg",11248.396203
3,stressng-cpu,apt132.apt.emulab.net,"atomic",573161.553511
3,stressng-cpu,apt132.apt.emulab.net,"bsearch",351.018529
3,stressng-cpu,apt132.apt.emulab.net,"cpu",208.153056
3,stressng-cpu,apt132.apt.emulab.net,"crypt",107.518353
3,stressng-cpu,apt132.apt.emulab.net,"fp-error",773598.400785
3,stressng-cpu,apt132.apt.emulab.net,"hsearch",3405.040645
3,stressng-cpu,apt132.apt.emulab.net,"longjmp",96373.73868
3,stressng-cpu,apt132.apt.emulab.net,"lsearch",7.200109
3,stressng-cpu,apt132.apt.emulab.net,"matrix",3946.597506
3,stressng-cpu,apt132.apt.emulab.net,"opcode",1090.148096
3,stressng-cpu,apt132.apt.emulab.net,"qsort",7.00039
3,stressng-cpu,apt132.apt.emulab.net,"tsc",795662.432952
3,stressng-cpu,apt132.apt.emulab.net,"tsearch",15.25107
3,stressng-cpu,apt132.apt.emulab.net,"vecmath",2433.600155















3,stressng-cpu,apt134.apt.emulab.net,"af-alg",11375.692681
3,stressng-cpu,apt134.apt.emulab.net,"atomic",573252.239454
3,stressng-cpu,apt134.apt.emulab.net,"bsearch",350.905892
3,stressng-cpu,apt134.apt.emulab.net,"cpu",207.884945
3,stressng-cpu,apt134.apt.emulab.net,"crypt",107.75903
3,stressng-cpu,apt134.apt.emulab.net,"fp-error",797490.924975
3,stressng-cpu,apt134.apt.emulab.net,"hsearch",3403.818828
3,stressng-cpu,apt134.apt.emulab.net,"longjmp",96425.702006
3,stressng-cpu,apt134.apt.emulab.net,"lsearch",7.20011
3,stressng-cpu,apt134.apt.emulab.net,"matrix",3915.263725
3,stressng-cpu,apt134.apt.emulab.net,"opcode",1080.484751
3,stressng-cpu,apt134.apt.emulab.net,"qsort",7.067076
3,stressng-cpu,apt134.apt.emulab.net,"tsc",807372.99467
3,stressng-cpu,apt134.apt.emulab.net,"tsearch",15.126365
3,stressng-cpu,apt134.apt.emulab.net,"vecmath",2432.571766















3,stressng-cpu,dwill.soe.ucsc.edu,"af-alg",13143.238087
3,stressng-cpu,dwill.soe.ucsc.edu,"atomic",661376.245085
3,stressng-cpu,dwill.soe.ucsc.edu,"bsearch",403.853552
3,stressng-cpu,dwill.soe.ucsc.edu,"cpu",240.084493
3,stressng-cpu,dwill.soe.ucsc.edu,"crypt",124.789726
3,stressng-cpu,dwill.soe.ucsc.edu,"fp-error",916526.655827
3,stressng-cpu,dwill.soe.ucsc.edu,"hsearch",4031.174695
3,stressng-cpu,dwill.soe.ucsc.edu,"longjmp",110545.430337
3,stressng-cpu,dwill.soe.ucsc.edu,"lsearch",8.333617
3,stressng-cpu,dwill.soe.ucsc.edu,"matrix",4542.694782
3,stressng-cpu,dwill.soe.ucsc.edu,"opcode",1781.847637
3,stressng-cpu,dwill.soe.ucsc.edu,"qsort",8.533591
3,stressng-cpu,dwill.soe.ucsc.edu,"tsc",937166.033575
3,stressng-cpu,dwill.soe.ucsc.edu,"tsearch",19.188289
3,stressng-cpu,dwill.soe.ucsc.edu,"vecmath",2813.520107















3,stressng-cpu,issdm-0,"af-alg",19156.733783
3,stressng-cpu,issdm-0,"atomic",532563.376719
3,stressng-cpu,issdm-0,"bsearch",177.046484
3,stressng-cpu,issdm-0,"cpu",72.334576
3,stressng-cpu,issdm-0,"crypt",72.864961
3,stressng-cpu,issdm-0,"fp-error",522809.624807
3,stressng-cpu,issdm-0,"hsearch",1196.316447
3,stressng-cpu,issdm-0,"longjmp",48879.482692
3,stressng-cpu,issdm-0,"lsearch",4.267401
3,stressng-cpu,issdm-0,"matrix",1857.500438
3,stressng-cpu,issdm-0,"opcode",1178.12694
3,stressng-cpu,issdm-0,"qsort",3.800561
3,stressng-cpu,issdm-0,"tsearch",7.12553
3,stressng-cpu,issdm-0,"vecmath",765.423192














3,stressng-cpu,issdm-20,"af-alg",20266.65163
3,stressng-cpu,issdm-20,"atomic",532675.237632
3,stressng-cpu,issdm-20,"bsearch",171.115744
3,stressng-cpu,issdm-20,"cpu",72.497821
3,stressng-cpu,issdm-20,"crypt",73.228798
3,stressng-cpu,issdm-20,"fp-error",518477.16193
3,stressng-cpu,issdm-20,"hsearch",1238.091237
3,stressng-cpu,issdm-20,"longjmp",48879.924342
3,stressng-cpu,issdm-20,"lsearch",4.267295
3,stressng-cpu,issdm-20,"matrix",1861.482087
3,stressng-cpu,issdm-20,"opcode",1172.709702
3,stressng-cpu,issdm-20,"qsort",3.467131
3,stressng-cpu,issdm-20,"tsearch",6.974631
3,stressng-cpu,issdm-20,"vecmath",765.430809














3,stressng-cpu,issdm-31,"af-alg",22984.300148
3,stressng-cpu,issdm-31,"atomic",532309.534163
3,stressng-cpu,issdm-31,"bsearch",170.977099
3,stressng-cpu,issdm-31,"cpu",72.586343
3,stressng-cpu,issdm-31,"crypt",73.031625
3,stressng-cpu,issdm-31,"fp-error",513902.448158
3,stressng-cpu,issdm-31,"hsearch",1241.614185
3,stressng-cpu,issdm-31,"longjmp",48866.938311
3,stressng-cpu,issdm-31,"lsearch",4.267316
3,stressng-cpu,issdm-31,"matrix",1859.507945
3,stressng-cpu,issdm-31,"opcode",1173.569783
3,stressng-cpu,issdm-31,"qsort",3.867212
3,stressng-cpu,issdm-31,"tsearch",6.98027
3,stressng-cpu,issdm-31,"vecmath",765.314844














3,stressng-cpu,issdm-34,"af-alg",4438.239043
3,stressng-cpu,issdm-34,"atomic",532287.053678
3,stressng-cpu,issdm-34,"bsearch",171.329929
3,stressng-cpu,issdm-34,"cpu",73.005261
3,stressng-cpu,issdm-34,"crypt",72.928855
3,stressng-cpu,issdm-34,"fp-error",517845.634215
3,stressng-cpu,issdm-34,"hsearch",1244.283226
3,stressng-cpu,issdm-34,"longjmp",48864.477747
3,stressng-cpu,issdm-34,"lsearch",4.267443
3,stressng-cpu,issdm-34,"matrix",1856.804559
3,stressng-cpu,issdm-34,"opcode",1082.694375
3,stressng-cpu,issdm-34,"qsort",3.733835
3,stressng-cpu,issdm-34,"tsearch",6.86394
3,stressng-cpu,issdm-34,"vecmath",765.172562














3,stressng-cpu,issdm-6,"af-alg",24061.20935
3,stressng-cpu,issdm-6,"atomic",532660.081273
3,stressng-cpu,issdm-6,"bsearch",172.553122
3,stressng-cpu,issdm-6,"cpu",72.876593
3,stressng-cpu,issdm-6,"crypt",72.771376
3,stressng-cpu,issdm-6,"fp-error",525250.406734
3,stressng-cpu,issdm-6,"hsearch",1179.812956
3,stressng-cpu,issdm-6,"longjmp",48878.804332
3,stressng-cpu,issdm-6,"lsearch",4.267349
3,stressng-cpu,issdm-6,"matrix",1857.968391
3,stressng-cpu,issdm-6,"opcode",1192.245746
3,stressng-cpu,issdm-6,"qsort",3.800544
3,stressng-cpu,issdm-6,"tsearch",7.022867
3,stressng-cpu,issdm-6,"vecmath",765.562358














3,stressng-cpu,ms1103.utah.cloudlab.us,"af-alg",7489.28595
3,stressng-cpu,ms1103.utah.cloudlab.us,"atomic",552524.403963
3,stressng-cpu,ms1103.utah.cloudlab.us,"bsearch",317.499401
3,stressng-cpu,ms1103.utah.cloudlab.us,"cpu",227.458326
3,stressng-cpu,ms1103.utah.cloudlab.us,"crypt",133.805094
3,stressng-cpu,ms1103.utah.cloudlab.us,"fp-error",631711.510829
3,stressng-cpu,ms1103.utah.cloudlab.us,"hsearch",3489.665118
3,stressng-cpu,ms1103.utah.cloudlab.us,"longjmp",107170.158667
3,stressng-cpu,ms1103.utah.cloudlab.us,"lsearch",7.666985
3,stressng-cpu,ms1103.utah.cloudlab.us,"matrix",3805.955472
3,stressng-cpu,ms1103.utah.cloudlab.us,"opcode",1084.689166
3,stressng-cpu,ms1103.utah.cloudlab.us,"qsort",8.600601
3,stressng-cpu,ms1103.utah.cloudlab.us,"rdrand",316124.412437
3,stressng-cpu,ms1103.utah.cloudlab.us,"tsc",839867.857448
3,stressng-cpu,ms1103.utah.cloudlab.us,"tsearch",14.646477
3,stressng-cpu,ms1103.utah.cloudlab.us,"vecmath",2301.032368
















3,stressng-cpu,ms1119.utah.cloudlab.us,"af-alg",7428.856181
3,stressng-cpu,ms1119.utah.cloudlab.us,"atomic",552140.268672
3,stressng-cpu,ms1119.utah.cloudlab.us,"bsearch",317.129064
3,stressng-cpu,ms1119.utah.cloudlab.us,"cpu",227.03463
3,stressng-cpu,ms1119.utah.cloudlab.us,"crypt",133.411896
3,stressng-cpu,ms1119.utah.cloudlab.us,"fp-error",632411.256035
3,stressng-cpu,ms1119.utah.cloudlab.us,"hsearch",3479.437386
3,stressng-cpu,ms1119.utah.cloudlab.us,"longjmp",107199.178537
3,stressng-cpu,ms1119.utah.cloudlab.us,"lsearch",7.666989
3,stressng-cpu,ms1119.utah.cloudlab.us,"matrix",3813.968874
3,stressng-cpu,ms1119.utah.cloudlab.us,"opcode",1126.557202
